VoteKit RankProfile
Candidates
(D6:D6),(R3:R3),(R2:R2),(R1:R1),(D1:D1),(D3:D3),(D5:D5),(D7:D7),(D2:D2),(D4:D4)
Max Ranking Length
10
Includes Voter Set
False
=,=,=,=,=,=,=,=,=,=
Ranking_1,Ranking_2,Ranking_3,Ranking_4,Ranking_5,Ranking_6,Ranking_7,Ranking_8,Ranking_9,Ranking_10,&,Weight,&
{'D4'},{'D5'},{'D6'},{'D1'},{'D7'},{'R2'},{'D2'},{'D3'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D5'},{'D6'},{'D7'},{'D2'},{'D1'},{'D3'},{'R2'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D7'},{'D5'},{'D2'},{'D1'},{'D6'},{'R2'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D7'},{'D5'},{'D2'},{'D1'},{'D6'},{'R3'},{'R2'},{'R1'},&,1.0,&
{'D4'},{'D3'},{'D7'},{'D5'},{'D2'},{'D1'},{'R3'},{'D6'},{'R1'},{'R2'},&,1.0,&
{'D4'},{'D3'},{'D7'},{'D5'},{'D1'},{'D2'},{'D6'},{'R1'},{'R2'},{'R3'},&,2.0,&
{'D4'},{'D3'},{'D7'},{'D5'},{'D1'},{'D2'},{'D6'},{'R1'},{'R3'},{'R2'},&,1.0,&
{'D4'},{'D3'},{'D7'},{'D5'},{'D1'},{'D2'},{'D6'},{'R2'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D7'},{'D5'},{'D1'},{'D2'},{'R1'},{'R2'},{'D6'},{'R3'},&,2.0,&
{'D4'},{'D3'},{'D7'},{'D5'},{'D1'},{'D2'},{'R2'},{'D6'},{'R1'},{'R3'},&,2.0,&
{'D4'},{'D3'},{'D7'},{'D5'},{'D1'},{'D6'},{'R2'},{'D2'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D7'},{'D5'},{'D1'},{'D6'},{'D2'},{'R1'},{'R3'},{'R2'},&,1.0,&
{'D4'},{'D3'},{'D7'},{'D5'},{'D1'},{'R2'},{'D2'},{'D6'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D7'},{'D5'},{'D1'},{'R1'},{'D2'},{'D6'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D7'},{'D5'},{'R3'},{'D1'},{'D2'},{'R2'},{'D6'},{'R1'},&,1.0,&
{'D4'},{'D3'},{'D7'},{'D1'},{'D2'},{'D5'},{'D6'},{'R1'},{'R2'},{'R3'},&,12.0,&
{'D4'},{'D3'},{'D7'},{'D1'},{'D2'},{'D5'},{'D6'},{'R1'},{'R3'},{'R2'},&,1.0,&
{'D4'},{'D3'},{'D7'},{'D1'},{'D2'},{'D5'},{'D6'},{'R2'},{'R1'},{'R3'},&,15.0,&
{'D4'},{'D3'},{'D7'},{'D1'},{'D2'},{'D5'},{'D6'},{'R2'},{'R3'},{'R1'},&,2.0,&
{'D4'},{'D3'},{'D7'},{'D1'},{'D2'},{'D5'},{'D6'},{'R3'},{'R2'},{'R1'},&,1.0,&
{'D4'},{'D3'},{'D7'},{'D1'},{'D2'},{'D5'},{'D6'},{'R3'},{'R1'},{'R2'},&,1.0,&
{'D4'},{'D3'},{'D7'},{'D1'},{'D2'},{'D5'},{'R1'},{'D6'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D7'},{'D1'},{'D2'},{'D5'},{'R1'},{'D6'},{'R3'},{'R2'},&,1.0,&
{'D4'},{'D3'},{'D7'},{'D1'},{'D2'},{'D5'},{'R2'},{'R1'},{'D6'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D7'},{'D1'},{'D2'},{'D5'},{'R2'},{'D6'},{'R1'},{'R3'},&,3.0,&
{'D4'},{'D3'},{'D7'},{'D1'},{'D2'},{'D6'},{'R2'},{'D5'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D7'},{'D1'},{'D2'},{'D6'},{'D5'},{'R1'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D7'},{'D1'},{'D2'},{'R2'},{'D5'},{'D6'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D7'},{'D1'},{'D2'},{'R1'},{'D5'},{'D6'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D7'},{'D1'},{'D2'},{'R1'},{'D5'},{'D6'},{'R3'},{'R2'},&,1.0,&
{'D4'},{'D3'},{'D7'},{'D1'},{'D5'},{'D2'},{'D6'},{'R1'},{'R2'},{'R3'},&,7.0,&
{'D4'},{'D3'},{'D7'},{'D1'},{'D5'},{'D2'},{'D6'},{'R1'},{'R3'},{'R2'},&,1.0,&
{'D4'},{'D3'},{'D7'},{'D1'},{'D5'},{'D2'},{'D6'},{'R2'},{'R1'},{'R3'},&,5.0,&
{'D4'},{'D3'},{'D7'},{'D1'},{'D5'},{'D2'},{'R1'},{'D6'},{'R2'},{'R3'},&,6.0,&
{'D4'},{'D3'},{'D7'},{'D1'},{'D5'},{'D2'},{'R2'},{'D6'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D7'},{'D1'},{'D5'},{'D6'},{'R2'},{'R1'},{'D2'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D7'},{'D1'},{'D5'},{'D6'},{'D2'},{'R2'},{'R1'},{'R3'},&,2.0,&
{'D4'},{'D3'},{'D7'},{'D2'},{'D5'},{'D1'},{'D6'},{'R1'},{'R2'},{'R3'},&,3.0,&
{'D4'},{'D3'},{'D7'},{'D2'},{'D5'},{'D1'},{'D6'},{'R2'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D7'},{'D2'},{'D5'},{'D1'},{'R1'},{'D6'},{'R3'},{'R2'},&,1.0,&
{'D4'},{'D3'},{'D7'},{'D2'},{'D1'},{'D5'},{'D6'},{'R1'},{'R2'},{'R3'},&,3.0,&
{'D4'},{'D3'},{'D7'},{'D2'},{'D1'},{'D5'},{'D6'},{'R2'},{'R3'},{'R1'},&,1.0,&
{'D4'},{'D3'},{'D7'},{'D2'},{'D1'},{'D5'},{'D6'},{'R3'},{'R2'},{'R1'},&,1.0,&
{'D4'},{'D3'},{'D7'},{'D2'},{'D1'},{'D5'},{'R1'},{'D6'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D7'},{'D2'},{'D1'},{'D5'},{'R2'},{'R1'},{'D6'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D7'},{'D2'},{'D1'},{'D5'},{'R3'},{'R1'},{'D6'},{'R2'},&,1.0,&
{'D4'},{'D3'},{'D7'},{'D2'},{'D1'},{'R1'},{'D5'},{'D6'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D7'},{'R1'},{'D5'},{'D1'},{'D2'},{'D6'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D1'},{'D5'},{'D2'},{'D7'},{'D6'},{'R1'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D1'},{'D5'},{'D2'},{'D7'},{'D6'},{'R1'},{'R3'},{'R2'},&,1.0,&
{'D4'},{'D3'},{'D1'},{'D5'},{'D7'},{'D2'},{'D6'},{'R1'},{'R2'},{'R3'},&,3.0,&
{'D4'},{'D3'},{'D1'},{'D5'},{'D7'},{'D2'},{'D6'},{'R2'},{'R1'},{'R3'},&,7.0,&
{'D4'},{'D3'},{'D1'},{'D5'},{'D7'},{'D2'},{'R1'},{'D6'},{'R2'},{'R3'},&,2.0,&
{'D4'},{'D3'},{'D1'},{'D5'},{'D7'},{'D2'},{'R2'},{'D6'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D1'},{'D5'},{'D7'},{'D2'},{'R3'},{'D6'},{'R2'},{'R1'},&,1.0,&
{'D4'},{'D3'},{'D1'},{'D5'},{'D7'},{'D6'},{'R2'},{'R3'},{'D2'},{'R1'},&,1.0,&
{'D4'},{'D3'},{'D1'},{'D5'},{'D7'},{'R1'},{'D2'},{'D6'},{'R2'},{'R3'},&,3.0,&
{'D4'},{'D3'},{'D1'},{'D7'},{'D2'},{'D5'},{'D6'},{'R1'},{'R2'},{'R3'},&,11.0,&
{'D4'},{'D3'},{'D1'},{'D7'},{'D2'},{'D5'},{'D6'},{'R1'},{'R3'},{'R2'},&,1.0,&
{'D4'},{'D3'},{'D1'},{'D7'},{'D2'},{'D5'},{'D6'},{'R2'},{'R1'},{'R3'},&,9.0,&
{'D4'},{'D3'},{'D1'},{'D7'},{'D2'},{'D5'},{'R1'},{'R2'},{'D6'},{'R3'},&,2.0,&
{'D4'},{'D3'},{'D1'},{'D7'},{'D2'},{'D5'},{'R1'},{'D6'},{'R2'},{'R3'},&,2.0,&
{'D4'},{'D3'},{'D1'},{'D7'},{'D2'},{'D5'},{'R1'},{'R3'},{'D6'},{'R2'},&,1.0,&
{'D4'},{'D3'},{'D1'},{'D7'},{'D2'},{'D5'},{'R2'},{'D6'},{'R1'},{'R3'},&,4.0,&
{'D4'},{'D3'},{'D1'},{'D7'},{'D2'},{'D5'},{'R3'},{'D6'},{'R1'},{'R2'},&,1.0,&
{'D4'},{'D3'},{'D1'},{'D7'},{'D2'},{'R2'},{'D5'},{'D6'},{'R1'},{'R3'},&,3.0,&
{'D4'},{'D3'},{'D1'},{'D7'},{'D5'},{'D2'},{'D6'},{'R1'},{'R2'},{'R3'},&,4.0,&
{'D4'},{'D3'},{'D1'},{'D7'},{'D5'},{'D2'},{'D6'},{'R2'},{'R1'},{'R3'},&,4.0,&
{'D4'},{'D3'},{'D1'},{'D7'},{'D5'},{'D2'},{'R1'},{'R2'},{'D6'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D1'},{'D7'},{'D5'},{'D2'},{'R1'},{'D6'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D1'},{'D7'},{'D5'},{'D2'},{'R2'},{'D6'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D1'},{'D7'},{'D5'},{'D6'},{'D2'},{'R1'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D1'},{'D7'},{'D5'},{'R1'},{'D2'},{'D6'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D1'},{'D7'},{'D5'},{'R3'},{'D2'},{'D6'},{'R2'},{'R1'},&,1.0,&
{'D4'},{'D3'},{'D1'},{'D7'},{'D6'},{'D5'},{'R2'},{'R1'},{'R3'},{'D2'},&,1.0,&
{'D4'},{'D3'},{'D1'},{'D2'},{'D5'},{'D7'},{'D6'},{'R1'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D1'},{'D2'},{'D5'},{'D7'},{'D6'},{'R1'},{'R3'},{'R2'},&,1.0,&
{'D4'},{'D3'},{'D1'},{'D2'},{'D5'},{'D7'},{'D6'},{'R2'},{'R1'},{'R3'},&,5.0,&
{'D4'},{'D3'},{'D1'},{'D2'},{'D5'},{'D7'},{'D6'},{'R2'},{'R3'},{'R1'},&,1.0,&
{'D4'},{'D3'},{'D1'},{'D2'},{'D5'},{'D7'},{'R2'},{'D6'},{'R1'},{'R3'},&,2.0,&
{'D4'},{'D3'},{'D1'},{'D2'},{'D6'},{'D7'},{'D5'},{'R2'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D1'},{'D2'},{'D7'},{'D5'},{'D6'},{'R1'},{'R2'},{'R3'},&,9.0,&
{'D4'},{'D3'},{'D1'},{'D2'},{'D7'},{'D5'},{'D6'},{'R1'},{'R3'},{'R2'},&,1.0,&
{'D4'},{'D3'},{'D1'},{'D2'},{'D7'},{'D5'},{'D6'},{'R2'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D1'},{'D2'},{'D7'},{'D5'},{'D6'},{'R3'},{'R2'},{'R1'},&,1.0,&
{'D4'},{'D3'},{'D1'},{'D2'},{'D7'},{'D5'},{'D6'},{'R3'},{'R1'},{'R2'},&,1.0,&
{'D4'},{'D3'},{'D1'},{'D2'},{'D7'},{'D5'},{'R1'},{'D6'},{'R2'},{'R3'},&,2.0,&
{'D4'},{'D3'},{'D1'},{'D2'},{'D7'},{'D5'},{'R1'},{'D6'},{'R3'},{'R2'},&,1.0,&
{'D4'},{'D3'},{'D1'},{'D2'},{'D7'},{'D6'},{'D5'},{'R1'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D1'},{'D6'},{'D2'},{'D7'},{'D5'},{'R1'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D5'},{'D1'},{'D2'},{'D7'},{'D6'},{'R1'},{'R2'},{'R3'},&,3.0,&
{'D4'},{'D3'},{'D5'},{'D1'},{'D2'},{'D7'},{'D6'},{'R1'},{'R3'},{'R2'},&,2.0,&
{'D4'},{'D3'},{'D5'},{'D1'},{'D2'},{'D7'},{'D6'},{'R2'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D5'},{'D1'},{'D2'},{'D7'},{'R1'},{'D6'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D5'},{'D1'},{'D7'},{'D2'},{'D6'},{'R1'},{'R2'},{'R3'},&,2.0,&
{'D4'},{'D3'},{'D5'},{'D1'},{'D7'},{'D2'},{'D6'},{'R2'},{'R1'},{'R3'},&,3.0,&
{'D4'},{'D3'},{'D5'},{'D1'},{'D7'},{'D2'},{'R3'},{'D6'},{'R2'},{'R1'},&,1.0,&
{'D4'},{'D3'},{'D5'},{'D7'},{'D2'},{'D1'},{'D6'},{'R2'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D5'},{'D7'},{'D2'},{'D1'},{'D6'},{'R3'},{'R1'},{'R2'},&,1.0,&
{'D4'},{'D3'},{'D5'},{'D7'},{'D2'},{'D1'},{'R2'},{'R1'},{'D6'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D5'},{'D7'},{'D1'},{'D2'},{'D6'},{'R1'},{'R2'},{'R3'},&,2.0,&
{'D4'},{'D3'},{'D5'},{'D7'},{'D1'},{'D2'},{'D6'},{'R1'},{'R3'},{'R2'},&,2.0,&
{'D4'},{'D3'},{'D5'},{'D7'},{'D1'},{'D2'},{'D6'},{'R2'},{'R1'},{'R3'},&,3.0,&
{'D4'},{'D3'},{'D5'},{'D7'},{'D1'},{'D2'},{'R1'},{'R2'},{'D6'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D5'},{'D7'},{'D1'},{'D2'},{'R2'},{'D6'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D5'},{'D2'},{'D1'},{'D7'},{'D6'},{'R1'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D5'},{'D2'},{'D7'},{'D1'},{'R1'},{'D6'},{'R2'},{'R3'},&,2.0,&
{'D4'},{'D3'},{'D2'},{'D5'},{'D1'},{'D7'},{'D6'},{'R2'},{'R1'},{'R3'},&,2.0,&
{'D4'},{'D3'},{'D2'},{'D5'},{'D7'},{'R2'},{'D1'},{'D6'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D2'},{'D5'},{'D7'},{'D1'},{'D6'},{'R2'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D2'},{'D5'},{'D7'},{'D1'},{'R1'},{'D6'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D2'},{'D5'},{'D7'},{'R1'},{'D1'},{'D6'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D2'},{'D1'},{'D5'},{'D7'},{'D6'},{'R1'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D2'},{'D1'},{'D5'},{'D7'},{'D6'},{'R2'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D2'},{'D1'},{'D5'},{'D7'},{'R1'},{'R2'},{'D6'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D2'},{'D1'},{'D7'},{'D5'},{'D6'},{'R1'},{'R2'},{'R3'},&,3.0,&
{'D4'},{'D3'},{'D2'},{'D1'},{'D7'},{'D5'},{'D6'},{'R2'},{'R1'},{'R3'},&,4.0,&
{'D4'},{'D3'},{'D2'},{'D1'},{'D7'},{'D5'},{'D6'},{'R2'},{'R3'},{'R1'},&,1.0,&
{'D4'},{'D3'},{'D2'},{'D1'},{'D7'},{'D5'},{'R1'},{'R2'},{'D6'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D2'},{'D1'},{'D7'},{'D5'},{'R1'},{'D6'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D2'},{'D1'},{'D7'},{'D5'},{'R2'},{'D6'},{'R1'},{'R3'},&,3.0,&
{'D4'},{'D3'},{'D2'},{'D1'},{'D7'},{'R2'},{'D5'},{'R1'},{'D6'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D2'},{'D7'},{'D5'},{'D1'},{'D6'},{'R2'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D2'},{'D7'},{'D1'},{'D5'},{'D6'},{'R1'},{'R2'},{'R3'},&,4.0,&
{'D4'},{'D3'},{'D2'},{'D7'},{'D1'},{'D5'},{'D6'},{'R2'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D2'},{'D7'},{'D1'},{'D5'},{'D6'},{'R3'},{'R1'},{'R2'},&,1.0,&
{'D4'},{'D3'},{'D2'},{'D7'},{'D1'},{'D5'},{'R2'},{'R1'},{'D6'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D2'},{'D7'},{'D1'},{'R1'},{'D5'},{'D6'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D6'},{'D1'},{'D2'},{'D7'},{'D5'},{'R1'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D6'},{'D1'},{'D5'},{'D7'},{'D2'},{'R2'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'D6'},{'D7'},{'D1'},{'D2'},{'D5'},{'R1'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D3'},{'R1'},{'D7'},{'D5'},{'D1'},{'D6'},{'D2'},{'R3'},{'R2'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D3'},{'D1'},{'D2'},{'D5'},{'R1'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D5'},{'D1'},{'D3'},{'D2'},{'R2'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D5'},{'D1'},{'D2'},{'R2'},{'D3'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D5'},{'D1'},{'R1'},{'D2'},{'R2'},{'D3'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D2'},{'D5'},{'D3'},{'R2'},{'R1'},{'R3'},&,2.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D2'},{'D5'},{'R2'},{'D3'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D2'},{'D3'},{'D5'},{'R1'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D5'},{'D3'},{'D2'},{'R1'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D5'},{'D3'},{'D2'},{'R2'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D5'},{'D2'},{'D3'},{'R1'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D2'},{'D5'},{'D3'},{'D1'},{'R2'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D3'},{'D7'},{'D2'},{'D5'},{'R1'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D5'},{'D2'},{'D3'},{'D7'},{'R1'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D5'},{'D2'},{'D7'},{'D3'},{'R1'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D5'},{'D2'},{'D7'},{'D3'},{'R2'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D5'},{'D2'},{'D7'},{'R1'},{'D3'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D2'},{'D5'},{'D3'},{'R1'},{'R2'},{'R3'},&,2.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D2'},{'D5'},{'D3'},{'R2'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D2'},{'D5'},{'R2'},{'D3'},{'R1'},{'R3'},&,2.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D2'},{'D3'},{'R1'},{'D5'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D5'},{'D3'},{'D2'},{'R1'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D5'},{'D2'},{'D3'},{'R1'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D5'},{'D2'},{'D3'},{'R2'},{'R1'},{'R3'},&,2.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D3'},{'D5'},{'D2'},{'R2'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D3'},{'D2'},{'D5'},{'R2'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D2'},{'D5'},{'D7'},{'R2'},{'D3'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D2'},{'D7'},{'D5'},{'D3'},{'R1'},{'R2'},{'R3'},&,2.0,&
{'D4'},{'D6'},{'D1'},{'D2'},{'D7'},{'D5'},{'R1'},{'D3'},{'R3'},{'R2'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D2'},{'D7'},{'D5'},{'R2'},{'R1'},{'D3'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D2'},{'D7'},{'D3'},{'R2'},{'D5'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D2'},{'D7'},{'D3'},{'D5'},{'R2'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D5'},{'D1'},{'D3'},{'D7'},{'D2'},{'R1'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D5'},{'D1'},{'D7'},{'D2'},{'D3'},{'R1'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D2'},{'D1'},{'D7'},{'D5'},{'D3'},{'R1'},{'R2'},{'R3'},&,2.0,&
{'D4'},{'D6'},{'D2'},{'D1'},{'D7'},{'D5'},{'D3'},{'R2'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D2'},{'D1'},{'D7'},{'D5'},{'R1'},{'D3'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D2'},{'D1'},{'D7'},{'D3'},{'D5'},{'R1'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D2'},{'D1'},{'D7'},{'D3'},{'D5'},{'R2'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D2'},{'D1'},{'R1'},{'D7'},{'D5'},{'D3'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D2'},{'D7'},{'D1'},{'D3'},{'D5'},{'R1'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'R2'},{'D5'},{'R3'},{'D1'},{'D7'},{'R1'},{'D3'},{'D2'},{'D6'},&,1.0,&
{'D4'},{'R2'},{'R1'},{'D1'},{'R3'},{'D5'},{'D7'},{'D3'},{'D2'},{'D6'},&,2.0,&
{'D4'},{'R2'},{'R1'},{'R3'},{'D5'},{'D1'},{'D7'},{'D3'},{'D2'},{'D6'},&,1.0,&
{'D4'},{'R2'},{'R1'},{'R3'},{'D5'},{'D7'},{'D1'},{'D3'},{'D2'},{'D6'},&,1.0,&
{'D4'},{'R2'},{'R1'},{'R3'},{'D1'},{'D5'},{'D7'},{'D3'},{'D6'},{'D2'},&,1.0,&
{'D4'},{'R2'},{'R1'},{'R3'},{'D1'},{'D5'},{'D7'},{'D3'},{'D2'},{'D6'},&,1.0,&
{'D4'},{'R2'},{'R1'},{'R3'},{'D7'},{'D5'},{'D1'},{'D3'},{'D6'},{'D2'},&,1.0,&
{'D4'},{'R2'},{'R3'},{'D1'},{'R1'},{'D3'},{'D5'},{'D7'},{'D2'},{'D6'},&,1.0,&
{'D4'},{'R2'},{'R3'},{'D1'},{'R1'},{'D7'},{'D5'},{'D3'},{'D2'},{'D6'},&,1.0,&
{'D4'},{'R2'},{'R3'},{'D7'},{'R1'},{'D5'},{'D1'},{'D6'},{'D2'},{'D3'},&,1.0,&
{'D4'},{'R2'},{'R3'},{'R1'},{'D5'},{'D7'},{'D1'},{'D3'},{'D6'},{'D2'},&,1.0,&
{'D4'},{'R2'},{'R3'},{'R1'},{'D5'},{'D7'},{'D1'},{'D3'},{'D2'},{'D6'},&,1.0,&
{'D4'},{'R2'},{'R3'},{'R1'},{'D1'},{'D5'},{'D7'},{'D3'},{'D2'},{'D6'},&,1.0,&
{'D4'},{'R2'},{'R3'},{'R1'},{'D1'},{'D5'},{'D7'},{'D2'},{'D6'},{'D3'},&,1.0,&
{'D4'},{'R2'},{'R3'},{'R1'},{'D1'},{'D7'},{'D5'},{'D3'},{'D2'},{'D6'},&,1.0,&
{'D4'},{'R2'},{'R3'},{'R1'},{'D7'},{'D1'},{'D5'},{'D2'},{'D3'},{'D6'},&,1.0,&
{'D4'},{'R1'},{'D5'},{'R2'},{'R3'},{'D1'},{'D7'},{'D3'},{'D6'},{'D2'},&,1.0,&
{'D4'},{'R1'},{'R3'},{'D7'},{'R2'},{'D5'},{'D3'},{'D1'},{'D2'},{'D6'},&,1.0,&
{'D4'},{'R1'},{'R3'},{'R2'},{'D5'},{'D1'},{'D3'},{'D7'},{'D2'},{'D6'},&,1.0,&
{'D4'},{'R1'},{'R3'},{'R2'},{'D1'},{'D5'},{'D7'},{'D3'},{'D2'},{'D6'},&,1.0,&
{'D4'},{'R1'},{'R3'},{'R2'},{'D1'},{'D2'},{'D5'},{'D7'},{'D3'},{'D6'},&,1.0,&
{'D4'},{'R1'},{'R3'},{'R2'},{'D7'},{'D5'},{'D1'},{'D3'},{'D2'},{'D6'},&,1.0,&
{'D4'},{'R1'},{'R2'},{'D1'},{'D7'},{'R3'},{'D5'},{'D3'},{'D6'},{'D2'},&,1.0,&
{'D4'},{'R1'},{'R2'},{'D1'},{'R3'},{'D7'},{'D5'},{'D3'},{'D2'},{'D6'},&,1.0,&
{'D4'},{'R1'},{'R2'},{'D7'},{'R3'},{'D1'},{'D5'},{'D2'},{'D3'},{'D6'},&,1.0,&
{'D4'},{'R1'},{'R2'},{'R3'},{'D5'},{'D1'},{'D7'},{'D2'},{'D6'},{'D3'},&,1.0,&
{'D4'},{'R1'},{'R2'},{'R3'},{'D5'},{'D1'},{'D7'},{'D2'},{'D3'},{'D6'},&,1.0,&
{'D4'},{'R1'},{'R2'},{'R3'},{'D5'},{'D7'},{'D1'},{'D3'},{'D2'},{'D6'},&,1.0,&
{'D4'},{'R1'},{'R2'},{'R3'},{'D5'},{'D7'},{'D1'},{'D2'},{'D3'},{'D6'},&,1.0,&
{'D4'},{'R1'},{'R2'},{'R3'},{'D1'},{'D7'},{'D5'},{'D3'},{'D2'},{'D6'},&,1.0,&
